Name,AttributeDataType,AttributeDefault,AttributeGroup,AttributePurpose,AttributeInheritsPrefs,AttributeReadOnly,AttributeIntrinsic,OriginalVersion,CodeFirstAdded,CodeAltered,PlainLinkCount,TextLinkCount,WebLinkCount,ChangeRefSet,IsInternalOnly,HasUISetting,Text,TextJa
UpdateTextLinksAfterRename,boolean,true,Textual,Data synch,,,,8.9.0,Baseline,,,,,,,,"Optionally disable automatic update to text link anchors edits.\nDefault: true\nAfter a note is renamed, the app automatically updates text links if (a) the text link's destination is the renamed note, and (b) the text link's anchor text is the old name of the renamed note. Though this is often the desired behaviour, but may in some instances not be desirable. \nThus, an option to disable automatic renaming is available in Document Settings: Text: Update after renaming. But automatic renaming may also be disabled by setting this attribute.\nIn large, well-linked document that do not use note titles as link anchor text, this option is of less use as it is essentially unneeded so nugatory background work for Tinderbox to be doing.",必要に応じて、テキスト リンク アンカー編集の自動更新を無効にします。\nデフォルト: true\nノートの名前が変更された後、(a) テキスト リンクのリンク先が名前が変更されたノートであり、(b) テキスト リンクのアンカー テキストが名前が変更されたノートの古い名前である場合、アプリはテキスト リンクを自動的に更新します。多くの場合、これは望ましい動作ですが、場合によっては望ましくない場合もあります。\nしたがって、自動名前変更を無効にするオプションは、ドキュメント設定: テキスト: 名前変更後に更新で使用できます。ただし、この属性を設定すると自動名前変更を無効にすることもできます。\nメモのタイトルをリンク アンカー テキストとして使用しない、リンクがしっかりと張られた大規模なドキュメントでは、このオプションは本質的に不要であり、Tinderbox が行う必要のないバックグラウンド作業であるため、あまり役に立ちません。
URL,URL,(not set - empty string),Net,Import configuration,,,,1.0.0,Baseline,,,,,,,,"URL to be called if the current notes fetches its text content from the web.\nAs well as 'http' URLs, 'mailto' addresses and other such protocols can be used, including pseudo protocols used by some desktop app. The $ViewInBrowser attribute controls whether the fetched content is shown in the note or in a web browser window. \nIf using a local path to a file, e.g. to enable AutoFetch use, you must use the file:// protocol rather than a bare file path.\nPrior to v5 this was a string data type attribute.",現在のメモが Web からテキスト コンテンツを取得する場合に呼び出される URL。\n「http」 URL だけでなく、「mailto」アドレスや、デスクトップ アプリで使用される疑似プロトコルを含むその他の同様のプロトコルも使用できます。$ViewInBrowser 属性は、取得したコンテンツをメモに表示するか Web ブラウザ ウィンドウに表示するかを制御します。\nファイルへのローカル パスを使用する場合、例:AutoFetch の使用を有効にするには、裸のファイル パスではなく file:// プロトコルを使用する必要があります。\nv5 より前は、これは文字列データ型属性でした。
UUID,string,(not set - empty string),Watch,Data synch,,,,7.3.0,Baseline,,,,,,,,Unique ID of a DEVONThink item imported via a DEVONThink watched folder.,DEVONThink 監視フォルダー経由でインポートされた DEVONThink アイテムの一意の ID。
ViewInBrowser,boolean,false,Net,Import configuration,,,,1.0.0,Baseline,,,,,,,,"Opening the note also opens the note's $URL in a web browser.\nIf true, and if $URL is a valid network or file URL, then Tinderbox will automatically open that URL when the note is selected.",ノートを開くと、Web ブラウザでノートの $URL も開きます。\ntrue の場合、かつ $URL が有効なネットワーク URL またはファイル URL である場合、メモが選択されたときに Tinderbox はその URL を自動的に開きます。
Visits,number,(not set - 0),Storyspace,Storyspace compatibility,,,,6.3.1,Baseline,,,,,,,,"In StorySpace, the number of times the reader has visited this note.\nOne story method is to ensure a writing space has been visited at least N before some outcomes (new links) are enabled).",StorySpace では、読者がこのノートにアクセスした回数。\nストーリーの 1 つの方法は、一部の結果 (新しいリンク) が有効になる前に、少なくとも N 回書き込みスペースにアクセスしていることを確認することです。
Volume,string,(not set - empty string),References,Data synch,,,,5.11.0,Baseline,,,,,,,,Used for Bookends reference import. Maps to RIS data tag 'VL'.,Bookends リファレンスのインポートに使用されます。RIS データタグ「VL」にマップします。
WatchFolder,file,(not set - empty file string),Watch,Data synch,,,,7.3.0,Baseline,,,,,,,,The local file path to a Finder watched folder.,Finder 監視フォルダーへのローカル ファイル パス。
WebLinkCount,number,(calculated),General,Calculated data,,true,true,3.5.0,Baseline,,,,,,,,"Holds the number of outbound links originating from the current note (read-only).\nFormerly, these were lumped into $OutboundLinkCount.\nAlso see $TextLinkCount, $PlainLinkCount.",現在のメモから発信されるアウトバウンドリンクの数を保持します (読み取り専用)。\n以前は、これらは $OutboundLinkCount にまとめられていました。\n$TextLinkCount、$PlainLinkCount も参照してください。
WeblogPostID,string,(not set - empty string),Weblog,Weblog configuration,,,,1.0.0,Baseline,,,,,,,,"Deprecated: retained for pre-v6 use only.\nSpecifies the ID for weblog APIs such as MovableType, Blogger and Radio Userland.",非推奨: v6 以前の使用のためにのみ保持されます。\nMovableType、Blogger、Radio Userland などのウェブログ API の ID を指定します。
Width,number,4,Map,Map item general configuration,,,true,1.0.0,Baseline,,,,,,,,"The width of a note icon in the Map view, in map units.\nSee also $Height.\nAliases do not inherit this property from their original but have their own value.\nThe default value is 4, previously it was 3.",マップ ビューのメモ アイコンの幅 (マップ単位)。\n「$Height」も参照してください。\nエイリアスはこのプロパティを元のエイリアスから継承しませんが、独自の値を持ちます。\nデフォルト値は 4 ですが、以前は 3 でした。
WordCount,number,(not set - 0),Textual,Calculated data,,true,,1.0.0,Baseline,,,,,,,,"The number of discrete words in the current note's $Text (read-only).\nSee $TextLength for the total character count).\n $WordCount is not language aware. Essentially it is tuned for the heuristics of English language. Therefore it may not work well with languages that use word-spacing conventions drastically unlike English.\nFor those needing a word count in a non-English language/script/locale, one approach is to consider String.split(regex), populating the regex with word break characters that may differ from English. Note, in this context punctuation doesn't matter only the alternatives to spaces/non-breaking spaces that a given language may use.\nWord count is as much science as art. For instance, is 'UNESCO' one word, six words—or seven if you include the 'and' omitted from the acronym. Within a single country or a single language tradition there may be consensus on such points but it may not hold true more widely.\nHowever, for English text, $WordCount should be considered accurate.\n$WordCount has been given improved behaviour for Chinese and several other languages. Word count, even in English still remains something of an art. For some languages, such as Chinese, $TextLength—the character count of $Text—may be more useful, if only one type of (language) script is being used in the note. The word count for mixed-script text is always likely to have some inaccuracy as language typing to sub-string level, e.g. discrete parts of $Text, does not occur.\nIf $WordCount is a displayed attribute, editing the text pane periodically updates the displayed word count\nLegacy note\nIn very early versions the attribute name was 'Wordcount' and the program allows either spelling. However, the old version is deprecated.",現在のノートの $Text 内の個別の単語の数 (読み取り専用)。\n合計文字数については $TextLength を参照してください)。\n$WordCount は言語を認識しません。基本的に、英語のヒューリスティックに合わせて調整されています。したがって、英語とは異なり、単語間隔規則を大幅に使用する言語ではうまく機能しない可能性があります。\n英語以外の言語/スクリプト/ロケールで単語カウントが必要な場合、1 つのアプローチとして String.split(regex) を検討し、英語とは異なる可能性のある単語区切り文字を正規表現に入力します。この文脈では、句読点は、特定の言語で使用されるスペース/非改行スペースの代替手段のみを意味するわけではないことに注意してください。\n文字数は芸術と同じくらい科学でもあります。たとえば、「ユネスコ」は 1 単語でしょうか、6 単語でしょうか。頭字語から省略された「と」を含めると 7 単語になります。単一の国または単一言語の伝統内ではそのような点について合意があるかもしれませんが、より広範囲には当てはまらない可能性があります。\nただし、英語のテキストの場合、$WordCount は正確であると考えられる必要があります。\n$WordCount には、中国語およびその他のいくつかの言語に対する動作が改善されました。英語であっても、語数は依然として芸術のようなものです。中国語などの一部の言語では、メモ内で 1 種類の (言語) スクリプトのみが使用されている場合、$TextLength ($Text の文字数) の方が便利な場合があります。言語が部分文字列レベルで入力されるため、混合スクリプト テキストの単語数は常に不正確になる可能性があります。$Text の個別部分は発生しません。\n$WordCount が表示属性の場合、テキスト ペインを編集すると、表示される単語数が定期的に更新されます\nレガシーノート\n非常に初期のバージョンでは、属性名は「Wordcount」であり、プログラムではどちらのスペルも許可されていました。ただし、古いバージョンは非推奨です。
